"site","sanitation.fellingA","sanitation.fellingB","nhost","ncut1","ncut2","nadj","nnlp","ndam"
"site B",25,100,83,28,8,0,83,8
"site B",25,100,84,28,6,0,84,6
"site B",25,100,80,27,9,0,80,9
"site B",25,100,83,28,9,0,83,9
"site B",25,100,81,27,12,0,81,12
"site B",25,100,86,28,11,0,86,11
"site B",50,0,52,47,0,5,47,5
"site B",50,0,52,47,0,6,46,6
"site B",50,0,51,45,0,6,45,6
"site B",50,0,48,44,0,5,43,5
"site B",50,0,47,48,0,1,46,1
"site B",50,0,49,47,0,4,45,4
"site B",50,0,49,47,0,4,45,4
"site B",50,0,46,46,0,2,44,2
"site B",50,0,49,46,0,4,45,4
"site B",50,0,47,44,0,4,43,4
"site B",50,0,49,47,0,4,45,4
"site B",50,0,48,45,0,4,44,4
"site B",50,0,50,47,0,4,46,4
"site B",50,0,49,47,0,3,46,3
"site B",50,0,50,47,0,3,47,3
"site B",50,0,49,45,0,6,43,6
"site B",50,0,45,43,0,2,43,2
"site B",50,0,52,49,0,4,48,4
"site B",50,0,53,47,0,6,47,6
"site B",50,0,49,47,0,3,46,3
"site B",50,0,47,45,0,3,44,3
"site B",50,0,50,47,0,3,47,3
"site B",50,0,53,49,0,5,48,5
"site B",50,0,45,44,0,2,43,2
"site B",50,0,49,45,0,4,45,4
"site B",50,0,47,46,0,1,46,1
"site B",50,0,46,44,0,3,43,3
"site B",50,0,46,45,0,2,44,2
"site B",50,0,49,46,0,4,45,4
"site B",50,0,47,46,0,2,45,2
"site B",50,0,47,45,0,4,43,4
"site B",50,0,46,45,0,1,45,1
"site B",50,0,47,46,0,2,45,2
"site B",50,0,52,46,0,6,46,6
"site B",50,0,45,47,0,0,45,0
"site B",50,0,47,46,0,3,44,3
"site B",50,0,51,47,0,4,47,4
"site B",50,0,46,45,0,2,44,2
"site B",50,0,51,45,0,6,45,6
"site B",50,0,46,43,0,3,43,3
"site B",50,25,46,46,1,1,45,2
"site B",50,25,46,45,1,2,44,3
"site B",50,25,49,47,1,4,45,5
"site B",50,25,44,45,1,1,43,2
"site B",50,25,49,47,1,4,45,5
"site B",50,25,50,46,1,4,46,5
"site B",50,25,51,48,1,5,46,6
"site B",50,25,46,46,1,1,45,2
"site B",50,25,47,46,1,2,45,3
"site B",50,25,47,46,1,1,46,2
"site B",50,25,49,44,2,5,44,7
"site B",50,25,47,47,1,1,46,2
"site B",50,25,46,46,0,1,45,1
"site B",50,25,45,46,0,1,44,1
"site B",50,25,46,45,1,1,45,2
"site B",50,25,44,45,1,1,43,2
"site B",50,25,47,47,0,1,46,1
"site B",50,25,48,46,1,3,45,4
"site B",50,25,48,45,1,4,44,5
"site B",50,25,47,45,1,3,44,4
"site B",50,25,46,45,1,2,44,3
"site B",50,25,48,46,1,4,44,5
"site B",50,25,47,46,1,1,46,2
"site B",50,25,44,45,1,1,43,2
"site B",50,25,46,44,1,3,43,4
"site B",50,25,47,47,1,2,45,3
"site B",50,25,44,44,0,1,43,1
"site B",50,25,46,46,1,1,45,2
"site B",50,25,49,47,1,3,46,4
"site B",50,25,45,45,0,1,44,1
"site B",50,25,49,46,1,4,45,5
"site B",50,25,46,46,1,1,45,2
"site B",50,25,48,48,1,1,47,2
"site B",50,25,46,45,1,1,45,2
"site B",50,25,47,45,1,4,43,5
"site B",50,25,44,44,1,1,43,2
"site B",50,25,53,49,1,5,48,6
"site B",50,25,49,44,1,5,44,6
"site B",50,25,47,45,1,3,44,4
"site B",50,25,46,45,1,1,45,2
"site B",50,50,46,44,3,2,44,5
"site B",50,50,47,46,3,2,45,5
"site B",50,50,47,47,3,1,46,4
"site B",50,50,46,46,2,1,45,3
"site B",50,50,47,46,2,1,46,3
"site B",50,50,44,45,2,0,44,2
"site B",50,50,47,48,1,0,47,1
"site B",50,50,46,45,1,1,45,2
"site B",50,50,43,44,1,0,43,1
"site B",50,50,46,47,2,1,45,3
"site B",50,50,44,46,2,0,44,2
"site B",50,50,46,45,2,2,44,4
"site B",50,50,45,46,3,1,44,4
"site B",50,50,43,44,2,0,43,2
"site B",50,50,48,47,3,2,46,5
"site B",50,50,46,46,1,1,45,2
"site B",50,50,45,45,1,1,44,2
"site B",50,50,44,45,3,1,43,4
"site B",50,50,45,46,2,0,45,2
"site B",50,50,45,45,0,0,45,0
"site B",50,50,46,45,2,1,45,3
"site B",50,50,45,44,2,1,44,3
"site B",50,50,46,44,3,2,44,5
"site B",50,50,45,46,2,1,44,3
"site B",50,50,45,45,1,1,44,2
"site B",50,50,47,46,2,2,45,4
"site B",50,50,47,47,3,2,45,5
"site B",50,50,44,45,1,0,44,1
"site B",50,50,46,46,3,1,45,4
"site B",50,50,44,45,2,0,44,2
"site B",50,50,46,47,3,1,45,4
"site B",50,50,47,47,3,2,45,5
"site B",50,50,46,45,2,2,44,4
"site B",50,50,46,46,1,1,45,2
"site B",50,50,45,46,3,1,44,4
"site B",50,50,44,46,2,0,44,2
"site B",50,50,45,45,2,2,43,4
"site B",50,50,46,45,2,1,45,3
"site B",50,50,45,44,2,1,44,3
"site B",50,50,45,45,2,2,43,4
"site B",50,75,46,47,4,1,45,5
"site B",50,75,48,48,2,1,47,3
"site B",50,75,46,46,4,1,45,5
"site B",50,75,45,45,2,1,44,3
"site B",50,75,44,44,3,0,44,3
"site B",50,75,48,48,4,1,47,5
"site B",50,75,44,45,3,1,43,4
"site B",50,75,44,45,2,0,44,2
"site B",50,75,46,45,2,1,45,3
"site B",50,75,45,45,2,1,44,3
"site B",50,75,46,46,2,0,46,2
"site B",50,75,46,47,5,1,45,6
"site B",50,75,45,44,2,1,44,3
"site B",50,75,46,47,3,1,45,4
"site B",50,75,45,46,2,0,45,2
"site B",50,75,46,47,3,0,46,3
"site B",50,75,46,46,2,0,46,2
"site B",50,75,46,46,3,1,45,4
"site B",50,75,46,45,2,1,45,3
"site B",50,75,45,44,3,1,44,4
"site B",50,75,46,47,3,0,46,3
"site B",50,75,45,46,2,0,45,2
"site B",50,75,45,47,0,0,45,0
"site B",50,75,48,48,2,1,47,3
"site B",50,75,46,45,2,1,45,3
"site B",50,75,46,46,2,1,45,3
"site B",50,75,46,47,2,1,45,3
"site B",50,75,46,45,3,1,45,4
"site B",50,75,45,45,2,0,45,2
"site B",50,75,44,45,2,1,43,3
"site B",50,75,46,47,3,1,45,4
"site B",50,75,46,47,2,1,45,3
"site B",50,75,43,45,2,0,43,2
"site B",50,75,46,46,5,1,45,6
"site B",50,75,44,45,2,0,44,2
"site B",50,75,44,45,3,0,44,3
"site B",50,75,44,44,2,0,44,2
"site B",50,75,45,45,2,1,44,3
"site B",50,75,46,47,4,1,45,5
"site B",50,75,45,46,2,0,45,2
"site B",50,100,44,46,0,0,44,0
"site B",50,100,44,44,2,0,44,2
"site B",50,100,44,45,2,0,44,2
"site B",50,100,46,46,5,0,46,5
"site B",50,100,43,44,4,0,43,4
"site B",50,100,46,47,2,0,46,2
"site B",50,100,45,46,2,0,45,2
"site B",50,100,44,45,3,0,44,3
"site B",50,100,45,45,4,0,45,4
"site B",50,100,45,46,4,0,45,4
"site B",50,100,45,46,3,0,45,3
"site B",50,100,44,45,4,0,44,4
"site B",50,100,44,44,4,0,44,4
"site B",50,100,46,47,5,0,46,5
"site B",50,100,46,47,2,0,46,2
"site B",50,100,44,44,2,0,44,2
"site B",50,100,46,48,3,0,46,3
"site B",50,100,46,46,5,0,46,5
"site B",50,100,43,44,6,0,43,6
"site B",50,100,45,46,4,0,45,4
"site B",50,100,45,45,1,0,45,1
"site B",50,100,44,45,4,0,44,4
"site B",50,100,44,46,1,0,44,1
"site B",50,100,45,47,3,0,45,3
"site B",50,100,45,46,3,0,45,3
"site B",50,100,46,47,1,0,46,1
"site B",50,100,44,45,3,0,44,3
"site B",50,100,45,45,3,0,45,3
"site B",50,100,46,47,1,0,46,1
"site B",50,100,45,46,2,0,45,2
"site B",50,100,44,45,5,0,44,5
"site B",50,100,47,48,2,0,47,2
"site B",50,100,44,45,5,0,44,5
"site B",50,100,45,45,2,0,45,2
"site B",50,100,44,45,5,0,44,5
"site B",50,100,44,46,2,0,44,2
"site B",50,100,47,48,2,0,47,2
"site B",50,100,44,45,3,0,44,3
"site B",50,100,45,45,4,0,45,4
"site B",50,100,48,49,3,0,48,3
"site B",75,0,20,52,0,4,16,4
"site B",75,0,17,52,0,1,16,1
"site B",75,0,16,46,0,0,16,0
"site B",75,0,17,52,0,0,17,0
"site B",75,0,17,49,0,1,16,1
"site B",75,0,17,51,0,0,17,0
"site B",75,0,20,51,0,3,17,3
"site B",75,0,16,51,0,0,16,0
"site B",75,0,18,51,0,1,17,1
"site B",75,0,16,51,0,0,16,0
"site B",75,0,18,51,0,1,17,1
"site B",75,0,19,51,0,3,16,3
"site B",75,0,16,51,0,0,16,0
"site B",75,0,16,48,0,0,16,0
"site B",75,0,17,51,0,1,16,1
"site B",75,0,17,51,0,0,17,0
"site B",75,0,16,48,0,0,16,0
"site B",75,0,17,51,0,0,17,0
"site B",75,0,16,48,0,0,16,0
"site B",75,0,17,54,0,0,17,0
"site B",75,0,17,50,0,0,17,0
"site B",75,0,17,52,0,0,17,0
"site B",75,0,17,51,0,0,17,0
"site B",75,0,17,52,0,0,17,0
"site B",75,0,16,50,0,0,16,0
"site B",75,0,17,50,0,0,17,0
"site B",75,0,17,49,0,1,16,1
"site B",75,0,17,50,0,1,16,1
"site B",75,0,18,49,0,2,16,2
"site B",75,0,17,48,0,1,16,1
"site B",75,0,16,51,0,0,16,0
"site B",75,0,17,51,0,0,17,0
"site B",75,0,17,52,0,0,17,0
"site B",75,0,17,51,0,0,17,0
"site B",75,0,16,50,0,0,16,0
"site B",75,0,17,50,0,1,16,1
"site B",75,0,18,52,0,1,17,1
"site B",75,0,17,51,0,0,17,0
"site B",75,0,18,50,0,1,17,1
"site B",75,0,16,51,0,0,16,0
"site B",75,25,16,50,0,0,16,0
"site B",75,25,17,52,0,0,17,0
"site B",75,25,16,50,0,0,16,0
"site B",75,25,17,50,0,0,17,0
"site B",75,25,17,51,0,1,16,1
"site B",75,25,16,51,0,0,16,0
"site B",75,25,17,51,0,1,16,1
"site B",75,25,17,50,0,1,16,1
"site B",75,25,19,52,1,2,17,3
"site B",75,25,16,50,0,0,16,0
"site B",75,25,16,50,0,0,16,0
"site B",75,25,17,52,0,0,17,0
"site B",75,25,17,51,0,0,17,0
"site B",75,25,16,52,0,0,16,0
"site B",75,25,16,50,0,0,16,0
"site B",75,25,16,50,0,0,16,0
"site B",75,25,18,53,0,1,17,1
"site B",75,25,18,50,1,2,16,3
"site B",75,25,18,53,0,1,17,1
"site B",75,25,16,50,0,0,16,0
"site B",75,25,16,49,0,0,16,0
"site B",75,25,18,52,0,1,17,1
"site B",75,25,17,51,0,0,17,0
"site B",75,25,17,52,0,0,17,0
"site B",75,25,16,50,0,0,16,0
"site B",75,25,18,50,1,2,16,3
"site B",75,25,17,54,0,0,17,0
"site B",75,25,18,52,0,1,17,1
"site B",75,25,16,51,0,0,16,0
"site B",75,25,19,53,0,2,17,2
"site B",75,25,18,54,0,1,17,1
"site B",75,25,17,51,0,0,17,0
"site B",75,25,17,49,0,0,17,0
"site B",75,25,16,51,0,0,16,0
"site B",75,25,18,50,0,1,17,1
"site B",75,25,17,52,0,0,17,0
"site B",75,25,17,54,0,0,17,0
"site B",75,25,17,50,0,0,17,0
"site B",75,25,17,51,0,1,16,1
"site B",75,25,18,50,0,2,16,2
"site B",75,50,18,53,1,0,18,1
"site B",75,50,17,52,1,0,17,1
"site B",75,50,17,51,0,0,17,0
"site B",75,50,17,53,0,0,17,0
"site B",75,50,16,50,0,0,16,0
"site B",75,50,18,54,0,0,18,0
"site B",75,50,16,50,1,0,16,1
"site B",75,50,17,50,0,0,17,0
"site B",75,50,16,52,1,0,16,1
"site B",75,50,17,53,0,0,17,0
"site B",75,50,17,50,0,0,17,0
"site B",75,50,16,49,1,0,16,1
"site B",75,50,17,52,0,0,17,0
"site B",75,50,17,51,1,0,17,1
"site B",75,50,18,55,0,0,18,0
"site B",75,50,16,51,0,0,16,0
"site B",75,50,17,51,1,0,17,1
"site B",75,50,16,51,0,0,16,0
"site B",75,50,17,50,0,0,17,0
"site B",75,50,17,50,0,0,17,0
"site B",75,50,17,53,0,0,17,0
"site B",75,50,17,51,0,0,17,0
"site B",75,50,17,51,0,0,17,0
"site B",75,50,16,51,0,0,16,0
"site B",75,50,17,50,0,0,17,0
"site B",75,50,16,47,0,0,16,0
"site B",75,50,17,51,1,0,17,1
"site B",75,50,16,52,1,0,16,1
"site B",75,50,16,48,0,0,16,0
"site B",75,50,17,52,1,0,17,1
"site B",75,50,16,48,1,0,16,1
"site B",75,50,16,51,1,0,16,1
"site B",75,50,17,52,0,0,17,0
"site B",75,50,17,52,0,0,17,0
"site B",75,50,17,51,0,0,17,0
"site B",75,50,16,50,1,0,16,1
"site B",75,50,17,53,1,0,17,1
"site B",75,50,16,50,0,0,16,0
"site B",75,50,16,50,1,0,16,1
"site B",75,50,17,52,0,0,17,0
"site B",75,75,16,50,0,0,16,0
"site B",75,75,16,50,0,0,16,0
"site B",75,75,17,51,0,0,17,0
"site B",75,75,16,50,0,0,16,0
"site B",75,75,16,50,1,0,16,1
"site B",75,75,15,48,1,0,15,1
"site B",75,75,17,50,0,0,17,0
"site B",75,75,16,50,1,0,16,1
"site B",75,75,17,51,0,0,17,0
"site B",75,75,17,50,0,0,17,0
"site B",75,75,16,47,1,0,16,1
"site B",75,75,16,50,1,0,16,1
"site B",75,75,17,51,0,0,17,0
"site B",75,75,16,47,0,0,16,0
"site B",75,75,17,53,1,0,17,1
"site B",75,75,17,54,0,0,17,0
"site B",75,75,16,50,0,0,16,0
"site B",75,75,17,50,1,0,17,1
"site B",75,75,17,50,1,0,17,1
"site B",75,75,17,51,1,0,17,1
"site B",75,75,17,53,1,0,17,1
"site B",75,75,17,51,0,0,17,0
"site B",75,75,17,50,0,0,17,0
"site B",75,75,17,50,1,0,17,1
"site B",75,75,17,52,0,0,17,0
"site B",75,75,17,51,0,0,17,0
"site B",75,75,16,50,0,0,16,0
"site B",75,75,16,52,0,0,16,0
"site B",75,75,16,50,0,0,16,0
"site B",75,75,17,52,1,0,17,1
"site B",75,75,17,52,1,0,17,1
"site B",75,75,16,50,0,0,16,0
"site B",75,75,17,51,0,0,17,0
"site B",75,75,17,51,1,0,17,1
"site B",75,75,17,52,1,0,17,1
"site B",75,75,16,49,0,0,16,0
"site B",75,75,17,51,0,0,17,0
"site B",75,75,17,50,0,0,17,0
"site B",75,75,17,51,0,0,17,0
"site B",75,75,16,49,1,0,16,1
"site B",75,100,17,51,0,0,17,0
"site B",75,100,15,48,0,0,15,0
"site B",75,100,16,49,1,0,16,1
"site B",75,100,16,51,0,0,16,0
"site B",75,100,17,51,0,0,17,0
"site B",75,100,17,50,0,0,17,0
"site B",75,100,16,50,0,0,16,0
"site B",75,100,17,51,1,0,17,1
"site B",75,100,17,50,1,0,17,1
"site B",75,100,16,50,0,0,16,0
"site B",75,100,17,52,1,0,17,1
"site B",75,100,16,47,0,0,16,0
"site B",75,100,16,49,0,0,16,0
"site B",75,100,16,49,0,0,16,0
"site B",75,100,17,52,1,0,17,1
"site B",75,100,17,51,1,0,17,1
"site B",75,100,16,49,1,0,16,1
"site B",75,100,16,48,0,0,16,0
"site B",75,100,17,50,1,0,17,1
"site B",75,100,17,50,0,0,17,0
"site B",75,100,17,52,0,0,17,0
"site B",75,100,17,51,1,0,17,1
"site B",75,100,17,50,0,0,17,0
"site B",75,100,16,49,1,0,16,1
"site B",75,100,17,52,0,0,17,0
"site B",75,100,17,51,0,0,17,0
"site B",75,100,17,51,0,0,17,0
"site B",75,100,17,50,0,0,17,0
"site B",75,100,17,52,0,0,17,0
"site B",75,100,17,49,1,0,17,1
"site B",75,100,17,52,0,0,17,0
"site B",75,100,16,51,0,0,16,0
"site B",75,100,17,50,0,0,17,0
"site B",75,100,16,50,1,0,16,1
"site B",75,100,17,51,1,0,17,1
"site B",75,100,16,51,0,0,16,0
"site B",75,100,16,51,0,0,16,0
"site B",75,100,17,53,0,0,17,0
"site B",75,100,17,51,1,0,17,1
"site B",75,100,16,51,0,0,16,0
"site B",100,0,1,57,0,1,0,1
"site B",100,0,0,57,0,0,0,0
"site B",100,0,0,56,0,0,0,0
"site B",100,0,0,57,0,0,0,0
"site B",100,0,0,57,0,0,0,0
"site B",100,0,0,57,0,0,0,0
"site B",100,0,1,56,0,1,0,1
"site B",100,0,0,57,0,0,0,0
"site B",100,0,0,56,0,0,0,0
"site B",100,0,0,57,0,0,0,0
"site B",100,0,0,58,0,0,0,0
"site B",100,0,0,56,0,0,0,0
"site B",100,0,0,57,0,0,0,0
"site B",100,0,0,53,0,0,0,0
"site B",100,0,0,55,0,0,0,0
"site B",100,0,1,56,0,1,0,1
"site B",100,0,1,59,0,1,0,1
"site B",100,0,0,56,0,0,0,0
"site B",100,0,1,55,0,1,0,1
"site B",100,0,0,56,0,0,0,0
"site B",100,0,1,56,0,1,0,1
"site B",100,0,1,56,0,1,0,1
"site B",100,0,0,57,0,0,0,0
"site B",100,0,0,56,0,0,0,0
"site B",100,0,1,56,0,1,0,1
"site B",100,0,0,58,0,0,0,0
"site B",100,0,0,56,0,0,0,0
"site B",100,0,0,57,0,0,0,0
"site B",100,0,0,56,0,0,0,0
"site B",100,0,0,56,0,0,0,0
"site B",100,0,0,56,0,0,0,0
"site B",100,0,0,56,0,0,0,0
"site B",100,0,0,58,0,0,0,0
"site B",100,0,0,57,0,0,0,0
"site B",100,0,0,56,0,0,0,0
"site B",100,0,0,56,0,0,0,0
"site B",100,0,2,56,0,2,0,2
"site B",100,0,1,56,0,1,0,1
"site B",100,0,1,57,0,1,0,1
"site B",100,0,0,56,0,0,0,0
"site B",100,25,0,56,0,0,0,0
"site B",100,25,1,57,0,1,0,1
"site B",100,25,0,56,0,0,0,0
"site B",100,25,1,56,0,1,0,1
"site B",100,25,0,56,0,0,0,0
"site B",100,25,0,58,0,0,0,0
"site B",100,25,0,57,0,0,0,0
"site B",100,25,0,57,0,0,0,0
"site B",100,25,1,57,0,1,0,1
"site B",100,25,0,56,0,0,0,0
"site B",100,25,1,56,0,1,0,1
"site B",100,25,0,57,0,0,0,0
"site B",100,25,0,57,0,0,0,0
"site B",100,25,1,56,0,1,0,1
"site B",100,25,0,56,0,0,0,0
"site B",100,25,0,56,0,0,0,0
"site B",100,25,0,56,0,0,0,0
"site B",100,25,0,56,0,0,0,0
"site B",100,25,0,57,0,0,0,0
"site B",100,25,0,56,0,0,0,0
"site B",100,25,0,56,0,0,0,0
"site B",100,25,0,57,0,0,0,0
"site B",100,25,0,58,0,0,0,0
"site B",100,25,0,56,0,0,0,0
"site B",100,25,0,57,0,0,0,0
"site B",100,25,0,56,0,0,0,0
"site B",100,25,1,59,0,1,0,1
"site B",100,25,0,56,0,0,0,0
"site B",100,25,1,57,0,1,0,1
"site B",100,25,0,56,0,0,0,0
"site B",100,25,0,58,0,0,0,0
"site B",100,25,0,55,0,0,0,0
"site B",100,25,0,57,0,0,0,0
"site B",100,25,1,56,0,1,0,1
"site B",100,25,0,57,0,0,0,0
"site B",100,25,0,57,0,0,0,0
"site B",100,25,1,58,0,1,0,1
"site B",100,25,0,58,0,0,0,0
"site B",100,25,0,56,0,0,0,0
"site B",100,25,0,57,0,0,0,0
"site B",100,50,0,56,0,0,0,0
"site B",100,50,0,57,1,0,0,1
"site B",100,50,0,56,1,0,0,1
"site B",100,50,0,56,0,0,0,0
"site B",100,50,0,58,0,0,0,0
"site B",100,50,0,56,1,0,0,1
"site B",100,50,0,57,0,0,0,0
"site B",100,50,0,59,0,0,0,0
"site B",100,50,0,57,0,0,0,0
"site B",100,50,0,56,0,0,0,0
"site B",100,50,0,56,0,0,0,0
"site B",100,50,0,57,0,0,0,0
"site B",100,50,0,57,0,0,0,0
"site B",100,50,0,56,0,0,0,0
"site B",100,50,0,56,1,0,0,1
"site B",100,50,0,56,1,0,0,1
"site B",100,50,0,57,0,0,0,0
"site B",100,50,0,55,0,0,0,0
"site B",100,50,0,56,1,0,0,1
"site B",100,50,0,56,0,0,0,0
"site B",100,50,0,58,0,0,0,0
"site B",100,50,1,57,1,1,0,2
"site B",100,50,0,56,0,0,0,0
"site B",100,50,0,56,1,0,0,1
"site B",100,50,0,56,0,0,0,0
"site B",100,50,0,56,0,0,0,0
"site B",100,50,0,57,0,0,0,0
"site B",100,50,0,56,0,0,0,0
"site B",100,50,0,57,0,0,0,0
"site B",100,50,0,57,0,0,0,0
"site B",100,50,0,58,0,0,0,0
"site B",100,50,0,56,0,0,0,0
"site B",100,50,0,56,0,0,0,0
"site B",100,50,0,56,0,0,0,0
"site B",100,50,0,56,0,0,0,0
"site B",100,50,0,56,0,0,0,0
"site B",100,50,0,56,0,0,0,0
"site B",100,50,0,56,0,0,0,0
"site B",100,50,0,57,1,0,0,1
"site B",100,50,0,58,1,0,0,1
"site B",100,75,0,58,1,0,0,1
"site B",100,75,0,57,0,0,0,0
"site B",100,75,0,56,0,0,0,0
"site B",100,75,0,57,1,0,0,1
"site B",100,75,0,58,0,0,0,0
"site B",100,75,0,57,1,0,0,1
"site B",100,75,0,56,0,0,0,0
"site B",100,75,0,57,0,0,0,0
"site B",100,75,0,56,0,0,0,0
"site B",100,75,0,56,0,0,0,0
"site B",100,75,0,57,0,0,0,0
"site B",100,75,0,57,0,0,0,0
"site B",100,75,0,56,0,0,0,0
"site B",100,75,0,58,0,0,0,0
"site B",100,75,0,56,1,0,0,1
"site B",100,75,0,57,0,0,0,0
"site B",100,75,0,56,1,0,0,1
"site B",100,75,0,57,0,0,0,0
"site B",100,75,0,57,0,0,0,0
"site B",100,75,0,57,0,0,0,0
"site B",100,75,0,57,0,0,0,0
"site B",100,75,0,56,0,0,0,0
"site B",100,75,0,56,0,0,0,0
"site B",100,75,0,57,1,0,0,1
"site B",100,75,0,56,0,0,0,0
"site B",100,75,0,58,0,0,0,0
"site B",100,75,0,56,0,0,0,0
"site B",100,75,0,57,1,0,0,1
"site B",100,75,0,56,0,0,0,0
"site B",100,75,0,57,1,0,0,1
"site B",100,75,0,57,1,0,0,1
"site B",100,75,0,56,0,0,0,0
"site B",100,75,0,56,1,0,0,1
"site B",100,75,0,57,2,0,0,2
"site B",100,75,0,56,0,0,0,0
"site B",100,75,0,56,1,0,0,1
"site B",100,75,0,55,0,0,0,0
"site B",100,75,0,56,1,0,0,1
"site B",100,75,0,56,1,0,0,1
"site B",100,75,0,56,0,0,0,0
"site B",100,100,0,57,0,0,0,0
"site B",100,100,0,58,1,0,0,1
"site B",100,100,0,59,1,0,0,1
"site B",100,100,0,57,1,0,0,1
"site B",100,100,0,57,0,0,0,0
"site B",100,100,0,58,0,0,0,0
"site B",100,100,0,57,0,0,0,0
"site B",100,100,0,56,1,0,0,1
"site B",100,100,0,56,1,0,0,1
"site B",100,100,0,56,0,0,0,0
"site B",100,100,0,58,0,0,0,0
"site B",100,100,0,57,0,0,0,0
"site B",100,100,0,56,0,0,0,0
"site B",100,100,0,56,0,0,0,0
"site B",100,100,0,57,1,0,0,1
"site B",100,100,0,56,0,0,0,0
"site B",100,100,0,55,0,0,0,0
"site B",100,100,0,54,1,0,0,1
"site B",100,100,0,58,0,0,0,0
"site B",100,100,0,57,0,0,0,0
"site B",100,100,0,57,1,0,0,1
"site B",100,100,0,57,1,0,0,1
"site B",100,100,0,57,0,0,0,0
"site B",100,100,0,58,0,0,0,0
"site B",100,100,0,58,0,0,0,0
"site B",100,100,0,57,0,0,0,0
"site B",100,100,0,57,1,0,0,1
"site B",100,100,0,57,1,0,0,1
"site B",100,100,0,57,0,0,0,0
"site B",100,100,0,56,1,0,0,1
"site B",100,100,0,55,0,0,0,0
"site B",100,100,0,56,0,0,0,0
"site B",100,100,0,57,1,0,0,1
"site B",100,100,0,56,0,0,0,0
"site B",100,100,0,56,0,0,0,0
"site B",100,100,0,57,1,0,0,1
"site B",100,100,0,56,1,0,0,1
"site B",100,100,0,57,1,0,0,1
"site B",100,100,0,56,0,0,0,0
"site B",100,100,0,57,0,0,0,0
"site C",0,0,143,0,0,74,69,74
"site C",0,0,139,0,0,70,69,70
"site C",0,0,143,0,0,71,72,71
"site C",0,0,144,0,0,74,70,74
"site C",0,0,141,0,0,72,69,72
"site C",0,0,147,0,0,75,72,75
"site C",0,0,148,0,0,76,72,76
"site C",0,0,144,0,0,73,71,73
"site C",0,0,147,0,0,76,71,76
"site C",0,0,143,0,0,73,70,73
"site C",0,0,147,0,0,75,72,75
"site C",0,0,147,0,0,75,72,75
"site C",0,0,142,0,0,71,71,71
"site C",0,0,143,0,0,71,72,71
"site C",0,0,145,0,0,75,70,75
"site C",0,0,146,0,0,76,70,76
"site C",0,0,139,0,0,68,71,68
"site C",0,0,142,0,0,70,72,70
"site C",0,0,137,0,0,69,68,69
"site C",0,0,148,0,0,77,71,77
"site C",0,0,146,0,0,75,71,75
"site C",0,0,150,0,0,78,72,78
"site C",0,0,144,0,0,72,72,72
"site C",0,0,142,0,0,71,71,71
"site C",0,0,148,0,0,78,70,78
"site C",0,0,142,0,0,71,71,71
"site C",0,0,141,0,0,72,69,72
"site C",0,0,147,0,0,75,72,75
"site C",0,0,139,0,0,72,67,72
"site C",0,0,153,0,0,81,72,81
"site C",0,0,143,0,0,74,69,74
"site C",0,0,140,0,0,72,68,72
"site C",0,0,145,0,0,74,71,74
"site C",0,0,142,0,0,72,70,72
"site C",0,0,142,0,0,73,69,73
"site C",0,0,151,0,0,81,70,81
"site C",0,0,147,0,0,76,71,76
"site C",0,0,148,0,0,75,73,75
"site C",0,0,136,0,0,68,68,68
"site C",0,0,144,0,0,74,70,74
"site C",0,25,116,0,16,44,72,60
"site C",0,25,113,0,16,45,68,61
"site C",0,25,117,0,16,48,69,64
"site C",0,25,113,0,14,44,69,58
"site C",0,25,119,0,18,51,68,69
"site C",0,25,116,0,15,46,70,61
"site C",0,25,113,0,16,46,67,62
"site C",0,25,119,0,17,47,72,64
"site C",0,25,116,0,16,47,69,63
"site C",0,25,123,0,18,51,72,69
"site C",0,25,119,0,16,49,70,65
"site C",0,25,118,0,16,47,71,63
"site C",0,25,118,0,17,50,68,67
"site C",0,25,118,0,17,47,71,64
"site C",0,25,116,0,16,45,71,61
"site C",0,25,120,0,15,47,73,62
"site C",0,25,120,0,17,48,72,65
"site C",0,25,117,0,17,47,70,64
"site C",0,25,116,0,16,46,70,62
"site C",0,25,114,0,16,46,68,62
"site C",0,25,116,0,16,46,70,62
"site C",0,25,122,0,17,51,71,68
"site C",0,25,116,0,15,47,69,62
"site C",0,25,122,0,17,50,72,67
"site C",0,25,116,0,16,46,70,62
"site C",0,25,115,0,15,47,68,62
"site C",0,25,114,0,15,45,69,60
"site C",0,25,119,0,16,47,72,63
"site C",0,25,120,0,16,48,72,64
"site C",0,25,116,0,16,46,70,62
"site C",0,25,115,0,15,45,70,60
"site C",0,25,119,0,16,47,72,63
"site C",0,25,115,0,15,46,69,61
"site C",0,25,116,0,16,48,68,64
"site C",0,25,113,0,16,45,68,61
"site C",0,25,120,0,17,49,71,66
"site C",0,25,122,0,18,50,72,68
"site C",0,25,120,0,16,49,71,65
"site C",0,25,115,0,16,44,71,60
"site C",0,25,115,0,16,46,69,62
"site C",0,50,94,0,25,25,69,50
"site C",0,50,99,0,31,29,70,60
"site C",0,50,98,0,29,28,70,57
"site C",0,50,99,0,28,27,72,55
"site C",0,50,96,0,27,25,71,52
"site C",0,50,99,0,28,27,72,55
"site C",0,50,95,0,28,26,69,54
"site C",0,50,98,0,27,27,71,54
"site C",0,50,99,0,28,27,72,55
"site C",0,50,95,0,27,25,70,52
"site C",0,50,95,0,27,27,68,54
